,Answer
167,0.054147866609
168,0.0629657139696
169,0.0629657139696
170,0.0490292187726
171,0.0490292187726
172,0.130977407052
173,0.130977407052
174,0.170073864186
175,0.180769090945
176,0.130977407052
177,0.0963741438654
178,0.224088370819
179,0.907693290608
180,0.196613802193
181,0.149774197993
182,0.0427775697719
183,0.091035416381
184,0.0761074427545
185,0.0727594167618
186,0.0727594167618
187,0.0411243828008
188,0.0135887590716
189,0.00908518679243
190,0.0118840650674
191,0.0518668837542
192,0.0491865898529
193,0.0286606263987
194,0.0286606263987
195,0.147570479402
196,0.187074200832
197,0.196360147702
198,0.0420631632068
199,0.0420631632068
200,0.0153786023681
201,0.00332782404166
202,0.00436083415758
203,0.0137787875756
204,0.0195327950058
205,0.0106312263358
206,0.0106312263358
207,0.162838087277
208,0.162838087277
209,0.0222222207136
210,0.0793113120596
211,0.119410882293
212,0.113658577127
213,0.110217646741
214,0.0681565201417
215,0.0681565201417
216,0.170073864186
217,0.170073864186
218,0.147628791086
219,0.147628791086
220,0.0527004462188
221,0.0527004462188
222,0.0357036991748
223,0.0357036991748
224,0.0463196354486
225,0.180942438097
226,0.172807694135
227,0.172807694135
228,0.106470381746
229,0.106470381746
230,0.0169857859301
231,0.170073864186
232,0.171856495362
233,0.143495541473
234,0.143495541473
235,0.0619959256734
236,0.0445391620989
237,0.0226300703238
238,0.0494902640555
239,0.213939035845
240,0.0965761728221
241,0.0965761728221
242,0.170073864186
243,0.0233842068174
244,0.0304528138892
245,0.0304528138892
246,0.119019729268
247,0.0715446353772
248,0.0715446353772
249,0.193235297862
250,0.0569117733027
251,0.0224931420127
252,0.0224931420127
253,0.0900633091519
254,0.0790964791614
255,0.091781380403
256,0.091781380403
257,0.0711397766163
258,0.0711397766163
259,0.0498557017807
260,0.0977859961363
261,0.402691959039
262,0.539005780661
263,0.16404706813
264,0.659329029084
265,0.178599932754
266,0.178599932754
267,0.178599932754
268,0.192290447208
269,0.177029470749
270,0.278884058467
271,0.178599932754
272,0.195711987514
273,0.660087611614
274,0.656878712854
275,0.934150885689
276,0.170073864186
277,0.170073864186
278,0.123758282164
279,0.176905889226
280,0.427116060369
281,0.515048168216
282,0.535364898143
283,0.113446806783
284,0.0903672283766
285,0.0686145533441
286,0.16404706813
287,0.16404706813
288,0.195711987514
289,0.156841717082
290,0.16404706813
291,0.208250157835
292,0.0967888501809
293,0.00672682756076
294,0.103580709407
295,0.172684817272
296,0.0499614037869
297,0.0451932108108
298,0.588573223255
299,0.241063328703
300,0.241063328703
301,0.0983928252593
302,0.0983928252593
303,0.170073864186
304,0.102450344068
305,0.102450344068
306,0.0822665243701
307,0.366976018028
308,0.364449864296
309,0.432249096718
310,0.210760873936
311,0.170073864186
312,0.170073864186
313,0.164758563901
314,0.137808268584
315,0.137808268584
316,0.137808268584
317,0.076419740563
318,0.19220026076
319,0.186882889845
320,0.0902611087973
321,0.0744110639277
322,0.0099638563419
323,0.0099638563419
324,0.153638321592
325,0.0898988029793
326,0.0898988029793
327,0.0853054183135
328,0.0730295523065
329,0.0207696505998
330,0.112335374677
331,0.103622769239
332,0.0638976388821
333,0.0436996659127
334,0.0234654778819
335,0.13258912179
336,0.108469205367
337,0.134338885567
338,0.127971969119
339,0.432643950025
340,0.137675358086
341,0.0222214831295
342,0.0222214831295
343,0.0222214831295
344,0.0495446486091
345,0.13258912179
346,0.13258912179
347,0.13258912179
348,0.13258912179
349,0.13258912179
350,0.13258912179
351,0.13258912179
352,0.13258912179
353,0.0254458657567
354,0.00401874212196
355,0.0254458657567
356,0.132608572028
357,0.102424323179
358,0.0179453256003
359,0.0508586209877
360,0.0508586209877
361,0.054364688239
362,0.0248284698518
363,0.0248284698518
364,0.0144553564897
365,0.0508586209877
366,0.0187032287707
367,0.023733848734
368,0.0217248953282
369,0.0508586209877
370,0.0508586209877
371,0.0133204840609
372,0.170073864186
373,0.171856495362
374,0.152947329323
375,0.0706451475298
376,0.170073864186
377,0.170073864186
378,0.170073864186
379,0.170073864186
380,0.134087127512
381,0.170073864186
382,0.170073864186
383,0.170073864186
384,0.210760873936
385,0.128174718806
386,0.06303951749
387,0.0570981961822
388,0.196542173439
389,0.170073864186
390,0.288950603583
391,0.194812037554
392,0.170073864186
393,0.210760873936
394,0.210760873936
395,0.06303951749
396,0.0570981961822
397,0.196542173439
398,0.194812037554
399,0.194812037554
400,0.122513695916
401,0.122513695916
402,0.154072789218
403,0.110692388899
404,0.101153916219
405,0.115776065823
406,0.0943239858378
407,0.169308612326
408,0.170073864186
409,0.170073864186
410,0.0308520688036
411,0.100307517248
412,0.100307517248
413,0.100307517248
414,0.181032306392
415,0.091035416381
416,0.120660141784
417,0.102984050922
418,0.170073864186
419,0.170073864186
420,0.170073864186
421,0.331509626951
422,0.331509626951
423,0.331509626951
424,0.331509626951
425,0.331509626951
426,0.86807829682
427,0.331509626951
428,0.288954641697
429,0.288954641697
430,0.331509626951
431,0.331509626951
432,0.282481203664
433,0.386639982275
434,0.147689346878
435,0.250340971864
436,0.295244746316
437,0.170073864186
438,0.170073864186
439,0.340218518489
440,0.241250530663
441,0.309712614849
442,0.309712614849
443,0.309712614849
444,0.337401012669
445,0.30914251436
446,0.04812961018
447,0.277862650986
448,0.224188077656
449,0.807838230371
450,0.320054272773
451,0.170073864186
452,0.170073864186
453,0.0984445298288
454,0.104854365687
455,0.104854365687
456,0.170073864186
457,0.170073864186
458,0.0535030448308
459,0.0437970455113
460,0.0437970455113
461,0.0638304746854
462,0.0617928852534
463,0.0374340933537
464,0.170073864186
465,0.210760873936
466,0.128174718806
467,0.06303951749
468,0.0570981961822
469,0.196542173439
470,0.021199919052
471,0.00333592838138
472,0.021199919052
473,0.021199919052
474,0.170073864186
475,0.170073864186
476,0.288950603583
477,0.194812037554
478,0.170073864186
479,0.266639013909
480,0.124961870088
481,0.122513695916
482,0.122513695916
483,0.170073864186
484,0.130008730462
485,0.130008730462
486,0.0762423256193
487,0.0362841414138
488,0.0542658358847
489,0.101732824124
490,0.10654180598
491,0.0678251081597
492,0.134986946727
493,0.0420551933082
494,0.0139053655456
495,0.0139053655456
496,0.0121614433091
497,0.0377867504966
498,0.0743507350958
499,0.0695747063024
500,0.0695747063024
501,0.0530273939713
502,0.0376649450664
503,0.0502903100238
504,0.0486624808742
505,0.0293179573318
506,0.108279373117
507,0.125715926575
508,0.125715926575
509,0.072005259691
510,0.072005259691
511,0.331509626951
512,0.124898249199
513,0.124898249199
514,0.124898249199
515,0.275099279965
516,0.275099279965
517,0.275099279965
518,0.176495730186
519,0.0025842353572
520,0.0222466465302
521,0.0222466465302
522,0.124898249199
523,0.124898249199
524,0.124898249199
525,0.124898249199
526,0.124898249199
527,0.0542978557887
528,0.0347108651192
529,0.0347108651192
530,0.117500085464
531,0.331509626951
532,0.206068975027
533,0.12538036078
534,0.0613803952558
535,0.0906296729082
536,0.213245765726
537,0.174172132297
538,0.174172132297
539,0.315696704744
540,0.118763598756
541,0.118763598756
542,0.156534416736
543,0.54549574703
544,0.170073864186
545,0.170073864186
546,0.170073864186
547,0.109777968824
548,0.109777968824
549,0.109777968824
550,0.109777968824
551,0.109777968824
552,0.109777968824
553,0.090842948325
554,0.090842948325
555,0.090842948325
556,0.191935602041
557,0.0942051688302
558,0.0942051688302
559,0.0735918782732
560,0.153288871612
561,0.140964770641
562,0.129288831454
563,0.0618769558361
564,0.129481872075
565,0.129481872075
566,0.125629801814
567,0.125629801814
568,0.125629801814
569,0.147217921665
570,0.147217921665
571,0.152947329323
572,0.0615940464594
573,0.177226548978
574,0.143968372258
575,0.160233240684
576,0.177226548978
577,0.0792205767676
578,0.0612134954994
579,0.107828873833
580,0.107828873833
581,0.162612147346
582,0.177039584775
583,0.14973210608
584,0.179226309945
585,0.449618613195
586,0.177039584775
587,0.152532740441
588,0.18998398588
589,0.263034626145
590,0.170073864186
591,0.307141698484
592,0.777729982112
593,0.903858148928
594,0.210760873936
595,0.132045296566
596,0.125595618131
597,0.350212209941
598,0.0804459753756
599,0.0739890200367
600,0.0739890200367
601,0.157287305518
602,0.107000333394
603,0.107000333394
604,0.107000333394
605,0.0135632602519
606,0.0177170351233
607,0.0495343334607
608,0.0423747911241
609,0.0891011751321
610,0.0501584928061
611,0.0565433996996
612,0.00800005038986
613,0.00800005038986
614,0.0231019330038
615,0.0231019330038
616,0.003446555419
617,0.0231019330038
618,0.0231019330038
619,0.0231019330038
620,0.0231019330038
621,0.0231019330038
622,0.00942361529071
623,0.00942361529071
624,0.00592283168763
625,0.0028173684435
626,0.187074200832
627,0.187074200832
628,0.196360147702
629,0.0932800294874
630,0.0579905674861
631,0.0667473558385
632,0.123704018691
633,0.162838087277
634,0.248727632524
635,0.0881865066082
636,0.0233294756033
637,0.0654595474128
638,0.0654595474128
639,0.0654595474128
640,0.010139914831
641,0.0654595474128
642,0.0654595474128
643,0.0274054681324
644,0.125946291222
645,0.125946291222
646,0.0255140352761
647,0.0081710164388
648,0.00655327462389
649,0.0175666199306
650,0.0380999782826
651,0.0290656879529
652,0.0339455546033
653,0.0263169600496
654,0.0263169600496
655,0.038133772017
656,0.038133772017
657,0.00958997311113
658,0.00334585821081
659,0.0050027888698
660,0.0324024210224
661,0.0286367757251
662,0.0286367757251
663,0.0477111138314
664,0.110328456597
665,0.129595441871
666,0.0597551668354
667,0.032875266372
668,0.0689431588516
669,0.0418915791381
670,0.0186551378651
671,0.174917760285
672,0.174917760285
673,0.0478784260189
674,0.141132151029
675,0.141132151029
676,0.234980358542
677,0.0387373651717
678,0.0387373651717
679,0.00618898644012
680,0.0387373651717
681,0.10519236373
682,0.10519236373
683,0.0755008145758
684,0.0490905767771
685,0.0201609080497
686,0.0681477882554
687,0.0678006675225
688,0.0613298719742
689,0.0462868254734
690,0.0462868254734
691,0.0179453256003
692,0.0179453256003
693,0.0508586209877
694,0.0508586209877
695,0.0508586209877
696,0.0508586209877
697,0.0508586209877
698,0.0508586209877
699,0.331509626951
700,0.64667208834
701,0.157990936936
702,0.114164268865
703,0.16039147902
704,0.137932931184
705,0.193233850023
706,0.160704110363
707,0.151055295145
708,0.170073864186
709,0.20262012983
710,0.162838087277
711,0.0309963398665
712,0.00953198092781
713,0.0152716285387
714,0.0158552000899
715,0.0165575837872
716,0.137194080666
717,0.143485660999
718,0.281960471418
719,0.331509626951
720,0.0992625409631
721,0.0992625409631
722,0.16404706813
723,0.147084615377
724,0.140018853781
725,0.140018853781
726,0.16404706813
727,0.16404706813
728,0.659329029084
729,0.656878712854
730,0.934150885689
731,0.717650425555
732,0.12091023144
733,0.152637858359
734,0.152637858359
735,0.154643858385
736,0.186570846678
737,0.186570846678
738,0.16404706813
739,0.113664234448
740,0.0977859961363
741,0.147084615377
742,0.157979412216
743,0.157979412216
744,0.659329029084
745,0.12091023144
746,0.0903672283766
747,0.10863539825
748,0.170073864186
749,0.141030514798
750,0.110662371066
751,0.136430850094
752,0.0924715195363
753,0.0878830380604
754,0.0878830380604
755,0.0541659621052
756,0.143784651377
757,0.143784651377
758,0.143784651377
759,0.143784651377
760,0.0232770708407
761,0.0686484188849
762,0.0226670574935
763,0.0182320686399
764,0.0777256244224
765,0.0707102817267
766,0.070544381732
767,0.143784651377
768,0.143784651377
769,0.143784651377
770,0.143784651377
771,0.0653195661984
772,0.170073864186
773,0.170073864186
774,0.0992625409631
775,0.0275414861789
776,0.0712276934435
777,0.056444938839
778,0.091035416381
779,0.0829267779657
780,0.0827347675129
781,0.0827347675129
782,0.170073864186
783,0.170073864186
784,0.170073864186
785,0.170073864186
786,0.0992625409631
787,0.0992625409631
788,0.0904878608266
789,0.225851949387
790,0.170073864186
791,0.170073864186
792,0.116734898904
793,0.0701323149578
794,0.0757405469621
795,0.0757405469621
796,0.0757405469621
797,0.088877110684
798,0.088877110684
799,0.088877110684
800,0.0976122595618
801,0.088877110684
802,0.04984225792
803,0.0447341410219
804,0.0735742438546
805,0.011205578753
806,0.0321624231812
807,0.0321624231812
808,0.0599865003313
809,0.0321624231812
810,0.00830300883331
811,0.088877110684
812,0.088877110684
813,0.101509044141
814,0.0585567170947
815,0.0585567170947
816,0.0276765536013
817,0.0937850346609
818,0.0937850346609
819,0.0797809159567
820,0.146701472981
821,0.0928549178802
822,0.0928549178802
823,0.0557737698591
824,0.0557737698591
825,0.0557737698591
826,0.088877110684
827,0.088877110684
828,0.262245213052
829,0.373066917418
830,0.383428449608
831,0.383428449608
832,0.383428449608
833,0.383428449608
834,0.0167405741506
835,0.013449191694
836,0.0582617985296
837,0.0677016367898
838,0.043192513499
839,0.0234888691948
840,0.0101084647225
841,0.0251544264046
842,0.0165827038938
843,0.149027448752
844,0.0126497087724
845,0.00442226881295
846,0.00660872318152
847,0.0424287927012
848,0.0375431439972
849,0.0375431439972
850,0.0287060755331
851,0.168992295074
852,0.168992295074
853,0.0331457265591
854,0.0331457265591
855,0.162996298534
856,0.162996298534
857,0.162996298534
858,0.162996298534
859,0.0527797267656
860,0.0694458617727
861,0.0566997870651
862,0.0566997870651
863,0.0213966121641
864,0.0379990246355
865,0.0379990246355
866,0.0589749183085
867,0.00142069995766
868,0.0190838759691
869,0.0444900933414
870,0.0444900933414
871,0.0280781432116
872,0.0175017260561
873,0.0277369438
874,0.015931642045
875,0.0412164870207
876,0.0350386942092
877,0.0309764827999
878,0.0109271728019
879,0.0290469868958
880,0.0291115944914
881,0.0420317449646
882,0.0106024058412
883,0.0357363105977
884,0.03159586923
885,0.03159586923
886,0.0296289719861
887,0.041400827235
888,0.0528132929097
889,0.0187472215422
890,0.0146749005911
891,0.109638443819
892,0.0907893445421
893,0.183845121981
894,0.0851575196685
895,0.0707621884148
896,0.310561885189
897,0.0907893445421
898,0.0110492877543
899,0.0119514823697
900,0.0342549998563
901,0.0342549998563
902,0.0872766439365
903,0.0342549998563
904,0.0088574325225
905,0.00421982893864
906,0.0624965185755
907,0.0347084550767
908,0.019818122486
909,0.0225439491924
910,0.0241572352577
911,0.00887674625461
912,0.0031868078581
913,0.0599019735326
914,0.0512857185593
915,0.0789531305041
916,0.0789531305041
917,0.0138460983725
918,0.0328299744207
919,0.062615140141
920,0.062615140141
921,0.062615140141
922,0.062615140141
923,0.0447551157227
924,0.0447551157227
925,0.0148260530707
926,0.0148260530707
927,0.00991654053389
928,0.0129681825879
929,0.036574756353
930,0.00161807698159
931,0.00161807698159
932,0.00473000261211
933,0.00473000261211
934,0.00473000261211
935,0.00323159500216
936,0.00323159500216
937,0.0445665216246
938,0.0325801833149
939,0.0421820370495
940,0.0504048270905
941,0.0358684894443
942,0.0245966402686
943,0.0452784857357
944,0.0168118654857
945,0.0142376755434
946,0.0125556522275
947,0.0117596479461
948,0.0563902604902
949,0.0563902604902
950,0.0563902604902
951,0.0534894019832
952,0.0517636665435
953,0.022575039116
954,0.0139576836621
955,0.00344529341664
956,0.0104164002435
957,0.0256474906204
958,0.0124789206172
959,0.0312268114955
960,0.0312268114955
961,0.0312268114955
962,0.133651230381
963,0.0652731108188
964,0.0168253521918
965,0.037762862375
966,0.037762862375
967,0.0477543367949
968,0.0477543367949
969,0.0192055819948
970,0.00165538088439
971,0.0221714986505
972,0.0221714986505
973,0.0351339895819
974,0.0171805117399
975,0.0134438529382
976,0.0391069901982
977,0.0479352963224
978,0.0479352963224
979,0.0495430822491
980,0.0495430822491
981,0.0495430822491
982,0.0101463873323
983,0.00158154216641
984,0.0101463873323
985,0.00704400450699
986,0.00775787917021
987,0.00883987435438
988,0.00948198520665
989,0.00488287484541
990,0.00345139082145
991,0.00123473865218
992,0.0495430822491
993,0.0181999813972
994,0.00591908141827
995,0.0230984287443
996,0.0218704926567
997,0.0211420957354
998,0.0125927845022
999,0.0661828191879
1000,0.0239195325771
1001,0.0239195325771
1002,0.0147967257734
1003,0.0125271574949
1004,0.0110449487125
1005,0.0441359170164
1006,0.0441359170164
1007,0.042177281931
1008,0.042177281931
1009,0.0163166379257
1010,0.0109726613023
1011,0.0261212272509
1012,0.0261212272509
1013,0.00741381073001
1014,0.0078373607154
1015,0.0078373607154
1016,0.00915340129667
1017,0.0263746053667
1018,0.0263746053667
1019,0.0970806782182
1020,0.0263746053667
1021,0.0263746053667
1022,0.0263746053667
1023,0.0107799683972
1024,0.00322597250121
1025,0.0675932321756
1026,0.0712081789203
1027,0.0712081789203
1028,0.0970806782182
1029,0.0100036238738
1030,0.0100036238738
1031,0.0100036238738
1032,0.0061548177603
1033,0.0113850413598
1034,0.0054981288751
1035,0.0557396733024
1036,0.0557396733024
1037,0.020487678841
1038,0.00667358974305
1039,0.0259855536695
1040,0.0246080012701
1041,0.0237906491618
1042,0.0141858533936
1043,0.0529934677757
1044,0.0374194184242
1045,0.0334625252562
1046,0.0554746710902
1047,0.0554746710902
1048,0.0554746710902
1049,0.00629448855732
1050,0.017973855917
1051,0.028004681949
1052,0.0265230057611
1053,0.0153025264943
1054,0.0153025264943
1055,0.146359770347
1056,0.146580771732
1057,0.140871915667
1058,0.00844110460842
1059,0.010589366712
1060,0.0113571010736
1061,0.0113571010736
1062,0.0114369918863
1063,0.00413890599833
1064,0.00148135428712
1065,0.258601010438
1066,0.258601010438
1067,0.0798650196746
1068,0.10519236373
1069,0.10519236373
1070,0.10519236373
1071,0.10519236373
1072,0.075456298676
1073,0.075456298676
1074,0.075456298676
1075,0.0490608062203
1076,0.0201483099073
1077,0.0201483099073
1078,0.0346255805116
1079,0.0346255805116
1080,0.0346255805116
1081,0.0661139800286
1082,0.0661139800286
1083,0.0661139800286
1084,0.0390858715283
1085,0.0522287335621
1086,0.0522287335621
1087,0.028034050917
1088,0.0354836371138
1089,0.0325132445436
1090,0.0194571378887
1091,0.0165876365305
1092,0.011424100131
1093,0.011424100131
1094,0.00404831318401
1095,0.0117789862104
1096,0.0117789862104
1097,0.0117789862104
1098,0.0322337712858
1099,0.0273666754365
1100,0.0199182075871
1101,0.0121138139151
1102,0.014086185786
1103,0.00836571539898
1104,0.00926456373755
1105,0.00926456373755
1106,0.00926456373755
1107,0.0738585746517
1108,0.0189380894416
1109,0.0189380894416
1110,0.00876456558529
1111,0.00926456373755
1112,0.00926456373755
1113,0.0240303330925
1114,0.0240303330925
1115,0.0227540099265
1116,0.0227540099265
1117,0.021996849198
1118,0.0131065259773
1119,0.0681072883736
1120,0.0681072883736
1121,0.0677603589321
1122,0.0677603589321
1123,0.10519236373
1124,0.154591785072
1125,0.170073864186
1126,0.061293157432
1127,0.04984225792
1128,0.00442226881295
1129,0.00660872318152
1130,0.0424287927012
1131,0.0424287927012
1132,0.0375431439972
1133,0.0352194833324
1134,0.0462586725127
1135,0.0462586725127
1136,0.0462586725127
1137,0.0462586725127
1138,0.0916638511664
1139,0.0916638511664
1140,0.0927109261329
1141,0.0244302264263
1142,0.0233770243209
1143,0.0725449705221
1144,0.139103338194
1145,0.0543085157119
1146,0.0543085157119
1147,0.109027331982
1148,0.0272215750772
1149,0.0272215750772
1150,0.158557409661
1151,0.158557409661
1152,0.0606509243511
1153,0.158557409661
1154,0.0933748962046
1155,0.158557409661
1156,0.0491818737358
1157,0.0823617286133
1158,0.0823617286133
1159,0.0823617286133
1160,0.0343591297026
1161,0.0460438240059
1162,0.0460438240059
1163,0.0460438240059
1164,0.0116509299442
1165,0.0040704231428
1166,0.0391720402458
1167,0.0346478354225
1168,0.012252313682
1169,0.0324973236444
1170,0.0324973236444
1171,0.0295636559321
1172,0.158557409661
1173,0.128044412196
1174,0.128044412196
1175,0.128044412196
1176,0.0830297203335
1177,0.0414348968409
1178,0.0760360469695
1179,0.0760360469695
1180,0.0760360469695
1181,0.162264137114
1182,0.162264137114
1183,0.0957311642874
1184,0.0790039827572
1185,0.0790039827572
1186,0.113234522237
1187,0.1253713314
1188,0.1253713314
1189,0.088877110684
1190,0.088877110684
1191,0.0974489085597
1192,0.0257778736208
1193,0.0246680426657
1194,0.0763390865241
1195,0.104403105151
1196,0.107905374689
1197,0.107905374689
1198,0.028789198601
1199,0.0275533859593
1200,0.147535643167
1201,0.0636507105257
1202,0.0636507105257
1203,0.330246848147
1204,0.330246848147
1205,0.170073864186
1206,0.170073864186
1207,0.322321885205
1208,0.322321885205
1209,0.107009733249
1210,0.171219551466
1211,0.6370738495
1212,0.145705914167
1213,0.164260902331
1214,0.0752748646729
1215,0.273583966976
1216,0.322321885205
1217,0.6370738495
1218,0.92765902547
1219,0.125853641968
1220,0.0904954182825
1221,0.0853990507812
1222,0.688541029418
1223,0.306073111838
1224,0.337401012669
1225,0.337401012669
1226,0.558557128182
1227,0.124835884783
1228,0.0859194234732
1229,0.135959887351
1230,0.0926227819378
1231,0.250676199342
1232,0.153335721729
1233,0.0890264106367
1234,0.0931842023913
1235,0.119768250747
1236,0.139725662149
1237,0.170073864186
1238,0.170073864186
1239,0.170073864186
1240,0.0970040016202
1241,0.0224493371005
1242,0.0856032117801
1243,0.120508869072
1244,0.0543366269632
1245,0.114710561376
1246,0.111241780079
1247,0.0688200535016
1248,0.0688200535016
1249,0.164260902331
1250,0.201525502848
1251,0.665792427006
1252,0.842583410601
1253,0.170073864186
1254,0.170073864186
1255,0.170073864186
1256,0.170073864186
1257,0.14597866396
1258,0.0241048922762
1259,0.0241048922762
1260,0.264461544112
1261,0.264461544112
1262,0.312272949326
1263,0.924483280159
1264,0.152106522799
1265,0.170073864186
1266,0.170073864186
1267,0.170073864186
1268,0.100723690618
1269,0.100723690618
1270,0.0347274660134
1271,0.0347274660134
1272,0.0347274660134
1273,0.0347274660134
1274,0.0233842068174
1275,0.0233842068174
1276,0.0304528138892
1277,0.0304528138892
1278,0.125005097439
1279,0.119019729268
1280,0.119019729268
1281,0.119019729268
1282,0.170073864186
1283,0.170073864186
1284,0.170073864186
1285,0.170073864186
1286,0.0490958843385
1287,0.0490958843385
1288,0.170073864186
1289,0.170073864186
1290,0.170073864186
1291,0.170073864186
1292,0.170073864186
1293,0.170073864186
1294,0.170073864186
1295,0.170073864186
1296,0.170073864186
1297,0.170073864186
1298,0.115437632612
1299,0.115437632612
1300,0.0865178058274
1301,0.0921857427026
1302,0.107342660145
1303,0.0609346554299
1304,0.0715446353772
1305,0.0715446353772
1306,0.114386122653
1307,0.106356020748
1308,0.292062994244
1309,0.118514068705
1310,0.0477484187479
1311,0.114386122653
1312,0.038921065303
1313,0.0174732817923
1314,0.0245736868728
1315,0.0244426953755
1316,0.0164440881238
1317,0.0181243029002
1318,0.0181243029002
1319,0.0181243029002
1320,0.0181243029002
1321,0.170073864186
1322,0.170073864186
1323,0.0348333840771
1324,0.0459298673733
1325,0.16039147902
1326,0.0611613968893
1327,0.170073864186
1328,0.16039147902
1329,0.16039147902
1330,0.0992814318865
1331,0.024245885398
1332,0.101544824519
1333,0.0574586771335
1334,0.0142502191511
1335,0.0406670089629
1336,0.0435026938163
1337,0.0435026938163
1338,0.0406670089629
1339,0.0406670089629
1340,0.0105674275063
1341,0.00503905104334
1342,0.170073864186
1343,0.210760873936
1344,0.194812037554
1345,0.127456977137
1346,0.127456977137
1347,0.127456977137
1348,0.127456977137
1349,0.170073864186
1350,0.0327777628172
1351,0.0327777628172
1352,0.0327777628172
1353,0.00154717664195
1354,0.00900401881245
1355,0.0222162581883
1356,0.0084312587026
1357,0.0222162581883
1358,0.019575678855
1359,0.0156750798481
1360,0.0113715437174
1361,0.170073864186
1362,0.170073864186
1363,0.170073864186
1364,0.170073864186
1365,0.0490958843385
1366,0.170073864186
1367,0.170073864186
1368,0.170073864186
1369,0.170073864186
1370,0.170073864186
1371,0.170073864186
1372,0.170073864186
1373,0.170073864186
1374,0.103125956018
1375,0.0253596314906
1376,0.0253596314906
1377,0.0708898026051
1378,0.0708898026051
1379,0.0110352695468
1380,0.154637297109
1381,0.154637297109
1382,0.0610909971302
1383,0.0137187614573
1384,0.0428462655729
1385,0.0428462655729
1386,0.0708898026051
1387,0.0708898026051
1388,0.149059269588
1389,0.149059269588
1390,0.0710445865058
1391,0.0710445865058
1392,0.117198174541
1393,0.144241721459
1394,0.0833708843702
1395,0.16404706813
1396,0.121254750782
1397,0.121254750782
1398,0.197064526821
1399,0.480563262096
1400,0.138253687333
1401,0.138253687333
1402,0.0606269727461
1403,0.132512382181
1404,0.0962085772981
1405,0.170073864186
1406,0.129469789701
1407,0.129469789701
1408,0.129469789701
1409,0.129469789701
1410,0.0723246435403
1411,0.0723246435403
1412,0.0244305443951
1413,0.0163935152026
1414,0.059418562658
1415,0.059418562658
1416,0.0904484866765
1417,0.0859551831202
1418,0.0756393496287
1419,0.0326785105984
1420,0.0832741546316
1421,0.0509069015211
1422,0.0509069015211
1423,0.0509069015211
1424,0.0125596732005
1425,0.0359568748826
1426,0.0359568748826
1427,0.0384772980458
1428,0.0359568748826
1429,0.0359568748826
