Num,y
349772,7203.07802369
349773,16627.1822257
349774,5054.30814743
349775,22752.517433
349776,19250.9508445
349777,265826.964695
349778,6600.15272373
349779,25021.2441039
349780,12446.2291376
349781,2642.89332074
349782,50896.4103133
349783,988.734874837
349784,113.678357671
349785,12036.4956519
349786,3129.97266935
349787,7463.27335761
349788,3672.80497864
349789,91604.2957792
349790,329663.914161
349791,1108646.97968
349792,101531.599046
349793,40213.9307372
349794,22535.3691691
349795,104.209233779
349796,44904.3239596
349797,195.082147621
349798,170.278494756
349799,2902439.12548
349800,387042.235577
349801,17140.3304763
349802,191355.974618
349803,330619.965812
349804,16703.099288
349805,826.338469138
349806,37732.5552308
349807,2071.08041835
349808,1209.16374598
349809,13743.7538245
349810,142736.842397
349811,1812.47185115
349812,127247.471051
349813,20600.381954
349814,4906.7363843
349815,196991.29322
349816,748.749364954
349817,47124.359978
349818,146208.758889
349819,135072.40058
349820,92820.2849054
349821,1013.32027803
349822,17893.9583732
349823,14555.6598718
349824,78656.341615
349825,9241.91195566
349826,79446.4416394
349827,187864.846924
349828,112377.372193
349829,44744.0094176
349830,14879.1911157
349831,140701.145724
349832,6866.03230381
349833,75604.9463955
349834,88535.1156692
349835,37380.6362576
349836,7294.89663069
349837,105252.721278
349838,106071.744941
349839,193971.581931
349840,11447.9276029
349841,300.210705604
349842,2011.4658801
349843,5065.80060011
349844,24502.9162832
349845,28977.8069686
349846,2132.78795794
349847,282.636633267
349848,15564.4948053
349849,6211.78917281
349850,4719.09428534
349851,88132.0013184
349852,271401.441614
349853,35264.081358
349854,1160661.23019
349855,308041.53235
349856,64274.1122321
349857,189216.009608
349858,2800583.99032
349859,64864.8539951
349860,46818.0105858
349861,837336.81213
349862,673788.950466
349863,727653.169481
349864,1496233.61656
349865,149054.058974
349866,115430.635326
349867,1919.06926056
349868,8238.55393764
349869,120.149779312
349870,13775.1040703
349871,106612.176428
349872,3591.64812709
349873,33980.4214409
349874,423632.996381
349875,118276.804151
349876,590972.325367
349877,298718.547165
349878,107289.977719
349879,75859.0794497
349880,587.787149469
349881,17009.9605376
349882,298248.998108
349883,669026.439127
349884,328461.037261
349885,20458.6587365
349886,28977.4902129
349887,185.028898036
349888,19759.8514132
349889,2569.84355669
349890,103694.122753
349891,140824.273462
349892,12268.6987667
349893,2185.98438466
349894,1502.38423451
349895,156330.574974
349896,875512.427107
349897,111774.099434
349898,2512.54489096
349899,23760.7931481
349900,111.242315493
349901,217.123924768
349902,105662.03559
349903,182912.586682
349904,115521.515908
349905,311508.657532
349906,374942.78569
349907,13352.7143663
349908,7393.54744897
349909,17022.6907662
349910,1327.78546884
349911,3557.95498073
349912,87717.2885399
349913,21562.0172261
349914,709610.993893
349915,3095.19718521
349916,459.559074065
349917,534.495196788
349918,29.9905898988
349919,24.8090701986
349920,1861.69450058
349921,1331.06192153
349922,91723.3623385
349923,8085.64831455
349924,1196.49182548
349925,2944.86426142
349926,868.060903239
349927,493.01930234
349928,1432.17321144
349929,29998.5444749
349930,886221.756879
349931,453717.230829
349932,1502598.69681
349933,370886.316617
349934,22816.6773165
349935,16214.9669292
349936,609.058674679
349937,27910.2666966
349938,49064.5673939
349939,101486.847676
349940,233526.570126
349941,91936.418859
349942,314042.465675
349943,312.230457344
349944,16833.7153727
349945,20639.7532715
349946,46.9122373724
349947,35.0213229848
349948,371.894608956
349949,47.425032196
349950,129670.999759
349951,669719.141784
349952,304537.716825
349953,595533.782981
349954,29879.0729652
349955,2072.64631171
349956,38402.1851761
349957,153115.139222
349958,67.8078480548
349959,69.2025904522
349960,200.919236682
349961,173.277081977
349962,5655.67728738
349963,52981.9257343
349964,17534.2656988
349965,571032.881574
349966,574488.897728
349967,252007.29773
349968,20220.7185716
349969,462.545730195
349970,2461.22704398
350191,2064.6420679
350192,26710.4362622
350193,312564.540237
350194,31309.6130314
350195,34.8697146159
350196,129969.291604
350197,78308.2115421
350198,88447.4987867
350199,92281.2350811
350200,1635.15524691
350201,1593.70810758
350202,54345.8671702
350203,279150.957385
350204,26681.7292696
350205,1608.25686364
350206,154097.099112
350207,71626.4111862
350208,485003.547293
350209,466250.951478
350210,1444.41053663
350211,111321.501745
350212,93813.767671
350213,1410.38668761
350214,24626.7273155
350215,9553.99594405
350216,155162.932959
350217,7256.29546535
350218,22761.6872705
350219,5432.54083773
350220,20745.1407454
350221,20129.3649298
350222,286958.983391
350223,7892.28742122
350224,25853.0737182
350225,12178.4101642
350226,3082.81457198
350227,43473.0100998
350228,919.676865028
350229,100.72989409
350230,12926.998783
350231,4677.09298284
350232,18727.2296725
350233,1205049.05543
350234,94351.690225
350235,279007.794078
350236,945225.823973
350237,72950.0572182
350238,34782.7826147
350239,21183.1586235
350240,63.4476394727
350241,49661.9974428
350242,150.197903392
350243,168.781080007
350244,2571841.42532
350245,398849.097147
350246,7461.81820076
350247,48235.1610542
350248,306700.232625
350249,17155.0281316
350250,805.872010317
350251,30013.0748605
350252,1846.19540349
350253,1152.8409797
350254,12802.3744681
350255,127544.942043
350256,7761.55539111
350257,120264.135958
350258,11152.5067374
350259,4975.36941321
350260,218238.791985
350261,20387.201059
350262,211468.75404
350263,138042.228033
350264,119600.344968
350265,102400.095183
350266,93016.3510174
350267,864.497894966
350268,18358.9955053
350269,15003.1266596
350270,73256.6229798
350271,10609.1979659
350272,37555.8477395
350273,78213.8668943
350274,136331.799001
350275,115999.689347
350276,19071.3939476
350277,9084.63656748
350278,65494.1571343
350279,85149.940922
350280,37928.0886792
350281,6798.72708328
350282,99645.5297809
350283,101869.050596
350284,211860.481713
350285,10168.4526068
350286,208.964163676
350287,2209.31835511
350288,2952.40189043
350289,15523.4448597
350290,118657.727681
350291,1456.75017361
350292,327.298582481
350293,17457.5844468
350294,6515.20678657
350295,4920.29621634
350296,76264.0077364
350297,285719.392631
350298,31776.3953305
350299,934410.990288
350300,305614.911684
350301,29980.0981079
350302,195190.817585
350303,507.139860724
350304,2470676.93452
350305,46676.3483598
350306,37232.9268755
350307,714808.559535
350308,538224.779478
350309,580208.281612
350310,1293341.44524
350311,124433.468861
350312,116404.225812
350313,2488.875292
350314,9858.61903781
350315,98.855277819
350316,15723.5452162
350317,89844.3772381
350318,3281.38478701
350319,31055.7380454
350320,404536.434538
350321,103219.013959
350322,626088.489793
350323,258902.902987
350324,95297.6823174
350325,64612.9123167
350326,679.73702443
350327,19521.11682
350328,264003.431771
350329,681664.429734
350330,286444.599987
350331,20250.5669908
350332,27866.8601829
350333,151.71695888
350334,11827.1134677
350335,116741.789893
350336,2903.21318715
350337,145.123894149
350338,96569.5629398
350339,13035.5714401
350340,3023.30783939
350341,1024.15031398
350342,133367.079146
350343,680794.559187
350344,1973.49123296
350345,20677.1627733
350346,123.578494004
350347,21023.8183366
350348,89582.1843801
350349,200683.341434
350350,113779.936597
350351,281967.735043
350352,377432.774518
350353,12636.3721095
350354,8385.63788659
350355,11488.8840081
350356,1119.79591823
350357,2396.13578117
350358,76054.5296707
350359,21980.308498
350360,674572.211967
350361,436782.263353
350362,370.986374429
350363,444.821605503
350364,24.9427167778
350365,1874.89541265
350366,998.649874099
350367,73042.6505976
350368,8190.26213147
350369,871.654224871
350370,3471.93851837
350371,1323.84042732
350372,431.732313608
350373,1965.08755535
350374,3379.98008868
350375,794715.207298
350376,27706.7326032
350377,1194003.69862
350378,366251.410808
350379,22330.0021732
350380,12855.989607
350381,1510.89941404
350382,27441.8347516
350383,48331.9824576
350384,87626.4751353
350385,235776.750208
350386,80451.1737091
350387,62.9843993307
350388,271869.681872
350389,19130.1008499
350390,221.816024315
350391,67.7463973521
350392,18934.695317
350393,69.6387885413
350394,43.1914917586
350395,350.287576017
350396,86.2840446388
350397,118642.299169
350398,635511.060237
350399,273223.194163
350400,646159.048458
350401,26461.583107
350402,2016.46921932
350403,27171.2331626
350404,146661.097275
350405,587536.083274
350406,88.3167170124
350407,138.846588454
350408,116.413563915
350409,4649.58125787
350410,45065.1897492
350411,18844.7824736
350412,318.870013517
350413,4996.38672397
350414,265916.378031
350415,550719.278006
350416,19504.776543
350417,29135.8661317
350418,343759.130107
350419,42132.3788908
350420,34.7385807111
350421,156587.936969
350422,88414.9059907
350423,100904.587472
350424,104724.12885
350425,1598.87034855
350426,1358.92410807
350427,64085.411344
350428,316382.921829
350429,28582.9256305
350430,1365356.51028
350431,1993.87178378
350432,1710.74152485
350433,177915.991146
350434,74037.687123
350435,578792.47369
350436,565820.498782
350437,1709.55094505
350438,116797.313261
350439,99614.3114826
350440,1332.53832019
350441,26149.1712707
350442,10882.5194577
350443,173478.394179
350444,7669.57575025
350445,20047.1702332
350446,14134.9022325
350447,21736.7179317
350448,21133.1227819
350449,317955.647113
350450,11134.0319862
350451,28737.2325887
350452,14037.1511711
350453,3180.47417203
350454,45923.4319275
350455,1389.34288713
350456,85.0104748861
350457,14352.4594913
350458,5434.13490798
350459,7571.86765322
350460,5247.56858278
350461,99226.0346182
350462,331732.008802
350463,988547.102941
350464,76333.801928
350465,43909.7738385
350466,22784.4485765
350467,56.9565861361
350468,54655.9177608
350469,186.756946407
350470,187.869805718
350471,2696063.70715
350472,410837.572629
350473,19487.2520121
350474,215121.088485
350475,363452.903605
350476,18218.9289616
350477,1022.1353303
350478,39840.4253062
350479,2219.56186012
350480,1129.07961392
350481,15227.0113347
350482,135507.152216
350483,7074.5195639
350484,133153.225168
350485,15891.6599413
350486,5033.08202261
350487,253170.602409
350488,472.215478343
350489,64967.1584908
350490,152669.302969
350491,131187.432579
350492,118083.418795
350493,977.525003867
350494,19600.0864852
350495,14812.8781468
350496,93885.1495682
350497,13109.7098423
350498,87451.6671907
350499,191807.497994
350500,127666.262889
350501,47379.0348973
350502,17028.3338308
350503,154187.460855
350504,9215.16002004
350505,75982.4643401
350506,99489.952031
350507,45120.8126759
350508,6700.35609588
350509,112530.397848
350510,122653.370524
350511,242497.607181
350512,10582.1168927
350513,256.155080628
350514,2065.07789617
350515,9319.82042908
350516,25249.7862401
350517,19760.2710828
350518,1666.32088195
350519,353.335035736
350520,18196.0151838
350521,7904.51330712
350522,6491.72953608
350523,82991.2017762
350524,301744.841456
350525,41912.577164
350526,1113291.31272
350527,349543.394693
350528,43880.3925811
350529,228619.861401
350530,2490193.10017
350531,75960.4193291
350532,52713.6236267
350533,754543.390399
350534,640069.080413
350535,669700.313882
350536,1473820.59167
350537,141804.041156
350538,128218.185309
350539,2652.05482387
350540,11869.6697743
350541,112.675595047
350542,18091.4728893
350543,94370.2621496
350544,4108.42942724
350545,41996.4495801
350546,486541.64797
350547,114264.182862
350548,704425.653345
350549,340231.389022
350550,104238.071603
350551,71110.552217
350552,716.502297225
350553,20144.3756319
350554,296124.807303
350555,742247.538075
350556,333842.14346
350557,22948.1022737
350558,30673.5055436
350559,123.115139783
350560,22493.0139488
350561,3249.13926763
350562,108498.173662
350563,127602.178946
350564,14204.0079889
350565,3133.41566149
350566,1313.95142036
350567,170713.628532
350568,735539.815889
350569,120325.304992
350570,2886.58369611
350571,24927.9335874
350572,140.262309289
350573,185.576798467
350574,92487.5831373
350575,242868.655065
350576,131484.741127
350577,335226.600401
350578,398083.900951
350579,14512.8722689
350580,8805.18284634
350581,13403.7490835
350582,1327.46880981
350583,2410.29575665
350584,81938.653416
350585,21908.2111119
350586,738498.002295
350587,3732.14523093
350588,349.711068183
350589,411.16095971
350590,25.7268929502
350591,24.6412260793
350592,1817.23945553
350593,1190.67343196
350594,82653.7526207
350595,9506.08733847
350596,1062.17638212
350597,3586.62550463
350598,1191.55508643
350599,376.237188987
350600,1993.52976255
350601,31525.5610428
350602,841485.706959
350603,497138.259005
350604,1249409.30225
350605,390322.206716
350606,25742.1314087
350607,16688.2252938
350608,1820.01554969
350609,29903.5815354
350610,54281.7114728
350611,100774.498859
350612,273581.877831
350613,86203.3312349
350614,322397.118031
350615,355.121761327
350616,21206.1771091
350617,21863.8148183
350618,62.994214844
350619,41.119682542
350620,466.90444516
350621,94.5235589501
350622,134998.766874
350623,707282.687444
350624,332348.388374
350625,681545.082606
350626,28753.8690932
350627,1957.34348639
350628,36647.8998284
350629,160386.021312
350630,62.3490292683
350631,87.4680628822
350632,151.59265997
350633,194.68490618
350634,5609.73131526
350635,50362.61483
350636,20392.2589898
350637,633476.925083
350638,622271.172437
350639,303853.11028
350640,21489.331694
350641,383.991343809
350642,4094.82312323
350643,156694.757322
350644,55931.8756317
350645,1395.41978434
350646,2245.67207056
350647,26139.0140952
350648,290735.992496
350649,34111.7134896
350650,112017.024613
350651,83027.885184
350652,87214.1509186
350653,85899.2941652
350654,1374.72177577
350655,1360.28899048
350656,107147.169686
350657,88957.2387724
350658,445654.236995
350659,457372.449185
350660,1512.78955267
350661,106132.76831
350662,86790.9643645
350663,1402.61663895
350664,19135.001237
350665,8999.75485305
350666,140423.255954
350667,7854.12581787
350668,20099.4694988
350669,59444.2119575
350670,254234.422463
350671,264569.479014
350672,9999.51022304
350673,22582.4945533
350674,12767.4936233
350675,3269.04955466
350676,43161.1845691
350677,1544.17973669
350678,97.0338652293
350679,13093.8208415
350680,5671.35351244
350681,18311.8358928
350682,6034.71496011
350683,96708.7898445
350684,262863.649063
350685,826230.070331
350686,100876.821727
350687,29621.2508042
350688,18610.4428365
350689,80.0216410808
350690,46841.3428929
350691,161.605311674
350692,167.762685723
350693,2444909.10178
350694,341246.80235
350695,8198.54767687
350696,1091599.22874
350697,22395.9910832
350698,53578.8213178
350699,16933.1447582
350700,927.832596984
350701,38856.9700101
350702,2307.23412506
350703,1024.58636598
350704,15401.0602804
350705,100805.917264
350706,7207.93028084
350707,99059.5942292
350708,17132.6507273
350709,4271.27723879
350710,192638.428591
350711,16617.3889214
350712,280690.018852
350713,120898.4365
350714,106562.742429
350715,93809.8536673
350716,1161.48406547
350717,17368.7237778
350718,15175.1712867
350719,72030.5378631
350720,8633.8507821
350721,46938.1902833
350722,59025.7688349
350723,122063.42432
350724,107028.832089
350725,18553.1651661
350726,378.276811335
350727,101810.771199
350728,39225.4488501
350729,6851.13955597
350730,86850.1221645
350731,89479.1987412
350732,183541.56069
350733,10244.7127125
350734,232.911746243
350735,1995.57330892
350736,11215.8175842
350737,16455.058803
350738,17984.1114025
350739,2999.68480119
350740,8420.91162499
350741,17687.734327
350742,7637.90960576
350743,6566.62456337
350744,67334.1029133
350745,252719.310707
350746,24460.1870929
350747,965195.260673
350748,290338.058636
350749,26674.8756424
350750,178200.42012
350751,656.898058297
350752,163852.421127
350753,2279586.49329
350754,31467.1955142
350755,623407.733581
350756,543321.841126
350757,559851.104456
350758,1139660.59492
350759,117818.3871
350760,98441.6214683
350761,2340.54255916
350762,9083.4592766
350763,130.531366234
350764,14702.311829
350765,83209.1241708
350766,3780.66231236
350767,49250.5670464
350768,369663.88581
350769,91633.2697071
350770,573198.836956
350771,264527.04777
350772,81729.2858954
350773,57568.9964276
350774,467.395208776
350775,17467.1475787
350776,260887.324679
350777,662282.054042
350778,287597.435276
350779,19193.1263754
350780,24605.5076231
350781,75662.5245028
350782,16271.4070154
350783,110641.072853
350784,2673.91949567
350785,80546.4071889
350786,13036.5045012
350787,3439.68928719
350788,1179.47338344
350789,114719.714077
350790,620711.583733
350791,73194.9846986
350792,2518.03299677
350793,19083.1889566
350794,97.4737012082
350795,10954.5559547
350796,168158.782665
350797,103516.855977
350798,273963.412645
350799,317342.160729
350800,12409.4459503
350801,9024.46656769
350802,11978.2053615
350803,1350.08256384
350804,2846.92592216
350805,70420.6982368
350806,18798.6659172
350807,643047.458297
350808,30355.4507297
350809,1020184.7217
350810,561.83647675
350811,1835.12939547
350812,1346.46480507
350813,72505.7015369
350814,8392.23087124
350815,1073.41846123
350816,3493.05175678
350817,1153.08502367
350818,322.898327667
350819,2043.85719929
350820,3356.09570214
350821,741889.687983
350822,387830.452513
350823,26503.0131983
350824,300198.374458
350825,20444.192916
350826,15163.4067724
350827,1616.57504036
350828,25805.1644445
350829,52068.9564864
350830,82058.3597937
350831,214823.97138
350832,95853.2384012
350833,63.1120316355
350834,256125.530875
350835,19985.6589453
350836,18554.6994111
350837,83.7544585619
350838,448.757535733
350839,19219.6256243
350840,347.588110734
350841,110.963112145
350842,102234.161395
350843,678162.796272
350844,270656.286322
350845,612200.611968
350846,22784.694913
350847,1783.58479921
350848,30846.6089693
350849,555971.20223
350850,128523.156216
350851,254189.324964
350852,546772.307669
350853,353.025560427
350854,64.1080491232
350855,135.68054541
350856,229.94601385
350857,6116.08403666
350858,46731.3465838
350859,18210.4156721
350860,17163.5376539
350861,387.373275447
350862,4428.42093721
350863,26490.5731198
350864,304299.509494
350865,33023.5191427
350866,29.6511954571
350867,168318.958517
350868,85964.6658154
350869,118385.810882
350870,112740.460854
350871,1516.11029032
350872,1207.69765677
350873,64852.8261771
350874,311078.15071
350875,22952.2093168
350876,1361686.02767
350877,1662.59853071
350878,2298.64696037
350879,212931.939658
350880,156778.671424
350881,509273.975304
350882,519853.692426
350883,2137.80652044
350884,108306.058255
350885,88396.7101825
350886,1816.98992744
350887,24387.5207267
350888,9820.5530179
350889,161460.854941
350890,7163.9904382
350891,18054.1306096
350892,11095.2839019
350893,25000.5245139
350894,16763.494915
350895,250657.588589
350896,7048.08589326
350897,23560.0203515
350898,10953.6174137
350899,2402.12762518
350900,52942.8850441
350901,1667.10333167
350902,117.18589484
350903,14561.8485633
350904,6350.65901319
350905,6894.5574051
350906,5234.26427729
350907,86674.7180191
350908,323558.996992
350909,1215158.39766
350910,95463.6337291
350911,30913.5704142
350912,26798.9417096
350913,62.5324558343
350914,54720.1194781
350915,123.013069037
350916,315.295666389
350917,2577519.47019
350918,385642.606802
350919,15132.5692024
350920,202156.38008
350921,309791.947105
350922,16437.6230561
350923,669.885875476
350924,36535.435243
350925,1898.60073058
350926,1684.97210337
350927,19301.6506329
350928,132981.175612
350929,7226.91734557
350930,93351.2437596
350931,18258.8604059
350932,9434.42832091
350933,226155.162068
350934,912.897880273
350935,55651.8926314
350936,191864.231783
350937,157549.469773
350938,141464.718624
350939,1215.75833443
350940,16670.0417187
350941,13868.537941
350942,95490.3737604
350943,9625.97487045
350944,93869.7095959
350945,179728.464966
350946,126051.079789
350947,53124.268781
350948,15217.360146
350949,103832.388977
350950,8597.49301401
350951,84993.1261519
350952,91098.9079164
350953,43750.0695353
350954,5698.52727665
350955,114827.241439
350956,119836.359929
350957,208860.170832
350958,10710.7631672
350959,230.210126861
350960,2727.11201946
350961,7104.70875023
350962,27512.7367779
350963,25019.8962695
350964,1774.51281579
350965,484.27270666
350966,18744.57423
350967,7714.55770377
350968,5362.66185316
350969,85340.2446864
350970,235967.862503
350971,38456.8667747
350972,1100584.91693
